,year,month,text,date,sentiment,sentiment_comp
343,2021,7,berry mistake steelbeak blueberry inflation story,2021-07-25 07:59:31,-0.34,neg
344,2021,7,dollar store accounting inflation,2021-07-25 07:59:18,0.0,pos
345,2021,7,yup agree stop lie ur town hall lie many time first say crime went say inflation happen even tho barley afford gas want country well fix border cost,2021-07-25 07:59:15,-0.2023,neg
346,2021,7,inflation check panie raise price,2021-07-25 07:59:05,0.0,pos
347,2021,7,democrats waste tax dollar trillion taxis need go high let count inflation gas food,2021-07-25 07:58:17,-0.4215,neg
348,2021,7,berry mistake steelbeak blueberry inflation story,2021-07-25 07:58:05,-0.34,neg
349,2021,7,bitcoin inflation uncontrollable government eeuu,2021-07-25 07:57:54,-0.3612,neg
350,2021,7,die der gr nen decken gerade die inflation I m lebensmittelbereich ab,2021-07-25 07:57:43,-0.8316,neg
351,2021,7,berry mistake steelbeak blueberry inflation story,2021-07-25 07:57:38,-0.34,neg
352,2021,7,btc ethereum gold solution inflation,2021-07-25 07:57:33,0.3182,pos
353,2021,7,maine lb lobster minus inflation,2021-07-25 07:56:44,0.0,pos
354,2021,7,please watch tip generally good lead indicator pm course inflation expectation tip move strongly recent day suggest imminent turn pm,2021-07-25 07:56:22,0.743,pos
355,2021,7,yeaaaa fistbump especially see see sudden inflation numerous people claim alt different personality help feel people trend feel cool edgy different,2021-07-25 07:56:11,0.6124,pos
356,2021,7,yeah think see inflation go value dollar go gas food price go idiot stop trust guy people,2021-07-25 07:55:56,0.34,pos
357,2021,7,transitory inflation,2021-07-25 07:55:25,0.0,pos
358,2021,7,contract care new investor pay inflation staker hex sure early stake get share stake vs usd usually like everything guy pay less,2021-07-25 07:54:11,0.8126,pos
359,2021,7,minimum wage yield cheesecake factory lunch inflation always catch rise wage go hand hand minimum wage countrywide turn minimum wage nyc ca etc cycle never end small business obliterate,2021-07-25 07:54:05,0.3612,pos
360,2021,8,heartbreaking story afghanistan amp also havepotus poll slip amp inflation yay kennedy tonight darksecretplacerochelleritchiekristinbtatecombatflipflopstombevanrcpjonathanhoenig pet pt onfoxbusiness,2021-08-25 07:59:53,0.1027,pos
361,2021,8,inflation,2021-08-25 07:59:38,0.0,pos
362,2021,8,plus gas inflation open border strand americans afghanistan shut domestic oil ask opec pump yeah bang job far sleepy joe,2021-08-25 07:59:17,0.296,pos
363,2021,8,absolutely agree pandemic like war war inflationary disrupt everything early inning pandemic solve amp forget inflation persist,2021-08-25 07:59:16,-0.5177,neg
364,2021,8,hope everyone put piece shit select president happy strand afghanistan wide open border covid infect illegal inflation wage say raise corp taxs simply dump consumer pure economic failure go joe,2021-08-25 07:58:39,-0.7579,neg
365,2021,8,independent moderate rep dem think even obviously senescent old man well trump people see covid care president see result joe decision eg border inflation big international embarrassment since iran,2021-08-25 07:58:19,0.34,pos
366,2021,8,bernie inflation kill we,2021-08-25 07:57:58,-0.6908,neg
367,2021,8,pass fed finance double qe usd bust election amp lower afterwards double digit inflation pretty much government insanity,2021-08-25 07:57:43,-0.4019,neg
368,2021,8,inflation food shortage sure prepare,2021-08-25 07:57:42,0.0772,pos
369,2021,8,one reason increasingly deflation potential inflation effect fade six month ago february something easily forget never anything nuisance instead chart,2021-08-25 07:57:25,0.128,pos
370,2021,8,listen everymacrovoice podcast one clint cox anddrpippam must pippa always make thing clear early ton thing recently inflation digital currency defi revolution,2021-08-25 07:57:19,0.3818,pos
371,2021,8,want another reason care vaccine inequality contribute inflation unvaccinated manufacturing country like vietnam force shut factory unable meet demand vaccinate world,2021-08-25 07:57:16,0.6705,pos
372,2021,8,national debt print money think national debt primary driver inflation,2021-08-25 07:56:53,-0.6124,neg
373,2021,8,inmate use raman money cause inflation jail,2021-08-25 07:56:50,0.0,pos
374,2021,8,wrong worker family going pay one way another likely though inflation business pass high taxis consumer wait uproar people learn end step cost basis inherit asset cost,2021-08-25 07:56:48,-0.25,neg
375,2021,8,construction manufacture push wage inflation bbg,2021-08-25 07:56:37,0.0,pos
376,2021,8,pay big small business return raise price return inflation inflation poor middle class indirect tax es,2021-08-25 07:56:24,-0.5423,neg
377,2021,8,thrill find sq foot house current low interest rate high inflation interest rate rise may case hate see many people lose home like,2021-08-25 07:55:52,0.3612,pos
378,2021,8,brexit issue though supply chain wreck covid plenty shortage inflation know guy point see reply like plaut realize global pandemic,2021-08-25 07:55:38,-0.34,neg
379,2021,8,much hide tax fed say need another trillion erode saving money print less worth yes always inflation matter fast rise live every day pany,2021-08-25 07:54:55,0.3461,pos
380,2021,8,weird people care inflation es buy car toy stuff es feed family unbelievably cruel,2021-08-25 07:54:39,-0.3804,neg
381,2021,8,true print money thin air create inflation look educate,2021-08-25 07:54:32,0.5994,pos
382,2021,8,libtard carbon tax everything need live spark inflation slowly make everyone poor,2021-08-25 07:54:06,-0.296,neg
383,2021,8,people blame oil gauge rather fix car blame somebody else car blow problem warn people love tesla elon overprice stock market inflation come,2021-08-25 07:53:32,-0.4019,neg
384,2021,8,biden want americans spread vaccination open border inflation hi tax crime thru roof socialist rollout title infrastructure plan leave americans strand foreign land amp cowardiceness action decision time biden resign country,2021-08-25 07:53:28,-0.7003,neg
385,2021,8,run inflation calculator wow like today,2021-08-25 07:53:20,0.743,pos
386,2021,8,yet republicans blame inflation biden see irony,2021-08-25 07:53:12,-0.3818,neg
387,2021,8,mon think desire annual retirement percentage current factor lifespan inflation medical cost affect future retirement,2021-08-25 07:53:02,0.4019,pos
388,2021,8,biden get endless expensive war death money well trump talk nothing like usually border crisis ongoing inflation due covid supply chain issue oil line hack crime wave start trump continue,2021-08-25 07:52:55,-0.9469,neg
389,2021,8,say inflation due biden also make statement trump horrible job number,2021-08-25 07:52:50,-0.4939,neg
390,2021,8,solution immigration inflation covid vaccine resistance masks school afghanistan economy eviction much hard solution blame other point finger spew party rhetoric,2021-08-25 07:52:38,0.128,pos
391,2021,8,reconciliation bill fail chance inflation drop really biden hope keep house dem get great christmas gift hershel walker run senate take ga table pickup unless gigantic wave,2021-08-25 07:52:35,0.7635,pos
392,2021,8,gop input dem reckless trillion budget inflation run rampant need turn printing press amp identify real need investment future generation afford irresponsible spending,2021-08-25 07:52:31,-0.6808,neg
393,2021,8,inflation ratify spanish conquest aztec inca empire spanish conquistadore hern cort francisco pizarro well establishment klein venedig german welser family search legendary el dorado ultimately charle,2021-08-25 07:52:19,0.2732,pos
394,2021,8,also I m rlly look idea involve fullbody inflation rn sorry tummy section fine,2021-08-25 07:51:55,0.128,pos
395,2021,12,yeah right biden mount inflation high year unsecured border covid amp ing unabated high gas amp energy price uptick crime smash amp grab theft food price supply chain issue,2021-12-25 07:50:53,-0.4215,neg
396,2021,12,many thing cause irregular tire wear include inflation tire good news know read tire wear help get vehicle back track,2021-12-25 07:50:38,0.6808,pos
397,2021,12,segwit continue without least double price every year remove build reduction block subsidy want inflation bitcoin keep scam afloat narrative gradually move way approach next halve,2021-12-25 07:50:37,-0.743,neg
398,2021,12,inflation eat month saving second,2021-12-25 07:50:18,0.0,pos
399,2021,12,stock hd home depot news top blue chip stock handle soar inflation motley fool try good pivot point calculator tradingview stock stockstowatch,2021-12-25 07:50:05,0.2023,pos
400,2021,12,keep hope inflation stop suppose transitory obviously we different mean word biden country right track border secure hope sleep every night,2021-12-25 07:49:46,0.7184,pos
401,2021,12,inflation direct taxation borrow main way government spending fund,2021-12-25 07:49:32,0.0,pos
402,2021,12,country far biden admn cause mount inflation high year unsecured border covid amp ing unabated high gas amp energy price uptick crime smash amp grab theft food price supply chain issue,2021-12-25 07:49:29,-0.6124,neg
403,2021,12,wage growth keep inflation year screw perfectly good rant fact,2021-12-25 07:49:00,0.7845,pos
404,2021,12,turkish people already btc crypto especially since inflation skyrocket matter whatever bill turkish official adopt support,2021-12-25 07:48:42,0.5423,pos
405,2021,12,dude chant fuck joe biden games fan never leave give attention sport wake ass medium tell we vote biden inflation sky rocket obviously clue talk anyways kinda like,2021-12-25 07:47:55,-0.5179,neg
406,2021,12,amazing idea pay extra check bag fly separate fast plane like fighter jet sr per mercial flight double pilot double air crew triple convenience inflation bye bye,2021-12-25 07:47:43,0.7579,pos
407,2021,12,actually lot first year much focus inflation democrat infighte progressive go medium grip get pet legislation also help bill promise,2021-12-25 07:47:31,0.6124,pos
408,2021,12,insult inflation live,2021-12-25 07:47:08,-0.5106,neg
409,2021,12,omg dude term inflation literally refer expansion credit currency every economic theory one condone policy back school lad,2021-12-25 07:46:53,0.3818,pos
410,2021,12,inflation steal money short,2021-12-25 07:46:32,-0.4939,neg
411,2021,12,christmas scratcher loser year brandon planning fight inflation,2021-12-25 07:46:22,-0.7184,neg
412,2021,6,ok great nonetheless stable predictable monetary policy remain important keep inflation bay vastly different current monetary fiscal policy,2021-06-25 07:56:41,0.8519,pos
413,2021,6,go drop shoot back go end year next summer inflation high,2021-06-25 07:56:08,-0.5423,neg
414,2021,6,friend dollar question guess inflation million dollar question think multiple choice,2021-06-25 07:56:03,0.4939,pos
415,2021,6,covid covid covidorigincnnapnprabcnbcnewswspwsj trump usa america fortdetricfederalreserve inflation currency stockmarket long canmexico take inflation overnight rate we still around domino collap,2021-06-25 07:55:36,0.0,pos
416,2021,6,apologize ability prehend fathom refer current inflation word diligent use exact word instead vague pronoun next time,2021-06-25 07:55:32,0.3182,pos
417,2021,6,indeed fascinating debate thebankofengland prepare risk little inflation devalue government debt eschew rate rise spelt indebted public pay heavy personal price,2021-06-25 07:55:31,-0.128,neg
418,2021,6,look rear view mirror inflation risk object close appear close hedge bitcoinjoecarlasarebitcointinajimmysongbritishhodltheamericanhodldonnaredelneiljacob,2021-06-25 07:55:30,-0.2732,neg
419,2021,6,fed policymaker worry high inflation bacon use car stick around long stay high tho maybe high other highlight depth job hole aim get job every american want one,2021-06-25 07:55:12,-0.0516,neg
420,2021,6,biden plan drive big surge inflation nearly year consumer price rise may year ago,2021-06-25 07:55:02,0.0,pos
421,2021,6,inflation,2021-06-25 07:54:27,0.0,pos
422,2021,6,inflation really happen,2021-06-25 07:54:06,0.0,pos
423,2021,6,mean favor raise wage cuz inflation get anyways,2021-06-25 07:53:24,0.4019,pos
424,2021,6,wnba might move bet ticket be not arena concessions babe floor wit long hair wnba girl get next inflation make supporter sorry bron,2021-06-25 07:53:08,0.2023,pos
425,2021,6,biden buck hit bank account bitcoin stock market inflation go,2021-06-25 07:52:52,0.0,pos
426,2021,6,inflation horrible everybody need raise,2021-06-25 07:52:38,-0.5423,neg
427,2021,6,man insane legit scary stuff inflation,2021-06-25 07:52:37,-0.7096,neg
428,2021,6,sure inflation defi token hold transitory,2021-06-25 07:52:21,0.3182,pos
429,2021,6,visit sink estates food bank hospital go critical rape victim get justice interest rate go inflation surge pensioner start die winter poverty ya go to,2021-06-25 07:52:01,-0.872,neg
430,2021,6,keep say rent inflation overall tell,2021-06-25 07:52:00,0.0,pos
431,2021,6,look like mexico gut hike rate fight inflation be not back do not expect much feed transitory peso soar mexican central bank shock unexpected rate hike,2021-06-25 07:51:58,-0.4019,neg
432,2021,6,mindset back late th century makes think poor people work get month truly understand basic economic growth wage inflation,2021-06-25 07:51:57,0.34,pos
433,2021,6,government think inflation adjust cap maximum asset roth ira pass legislation accordingly people penalize stock appreciate rapidly,2021-06-25 07:51:51,0.6369,pos
434,2021,6,afraid inflation except afraid market reaction aka inflation expectation inflation expectation kill,2021-06-25 07:51:42,-0.6908,neg
435,2021,6,boe forecasting inflation peak economic bounce back briefly soon need raise interest rate,2021-06-25 07:51:28,0.4588,pos
436,2021,6,hear inflation run much hotter economy likely slow fed fascinating watch unfold dollar remain wildcard see reason veer hypothesis,2021-06-25 07:50:58,0.5423,pos
437,2021,6,job hole inflation fed policymaker split risk view,2021-06-25 07:50:40,-0.2732,neg
438,2021,6,half people rent inflation remain half majority mortgage payment lot cheap low rate deflation new cash full pay buyer get inflation weight get inflation,2021-06-25 07:50:32,-0.3612,neg
439,2021,6,mario gibney paul exactly point need context know mean word inflation,2021-06-25 07:50:12,0.0,pos
440,2021,6,market stay high inflation bring viayoutube,2021-06-25 07:50:04,0.0,pos
441,2021,6,yep one realize maybe nash argument ideal rate inflation zero,2021-06-25 07:49:15,0.4767,pos
442,2021,6,inflation admit always improve,2021-06-25 07:49:11,0.5719,pos
443,2021,6,fact provide friedman quote mean learn inflation well,2021-06-25 07:48:59,0.2732,pos
444,2021,6,massive inflation horizon happen mean tweet,2021-06-25 07:48:51,0.0,pos
445,2021,6,tail end correction economy may see major correction later year inflation keep getting push aside price keep go build supply lumber,2021-06-25 07:48:26,0.0,pos
446,2021,6,give multiple way people use term inflation think context important,2021-06-25 07:48:20,0.2023,pos
447,2021,6,boc seven cpi inflation version include cpix,2021-06-25 07:48:16,0.0,pos
448,2021,6,interview tidwell jally ultimately agree sumner inflation pointless,2021-06-25 07:48:04,0.3612,pos
449,2021,6,dow future rise point help nike earning key inflation report ahead,2021-06-25 07:47:52,0.4019,pos
450,2021,6,need high inflation rate need high cost living,2021-06-25 07:47:47,0.0,pos
451,2021,6,love hyper inflation,2021-06-25 07:47:44,0.6369,pos
452,2021,6,joke afaik generally accept definition inflation general rise price good people seem use various way incorrectly interview paul assume nash position base quote take context,2021-06-25 07:47:28,0.7717,pos
453,2021,6,say first stage inflation post war germany stimulate response denial,2021-06-25 07:47:27,-0.4588,neg
454,2021,6,inflation many category advice offer way manufacturing entity plan perhaps even take advantage inflation business,2021-06-25 07:47:27,0.25,pos
455,2021,6,pretty sure say fair know hick work day oh please stop print money inflation go wreck small town lot food grow,2021-06-25 07:47:25,0.6124,pos
456,2021,6,sound like north korea shame one regulate destroy middle class inflation artifical stock market bubble create benefit something else,2021-06-25 07:47:24,0.0,pos
457,2021,6,obviously exaggeration demand low prior covid believe amount monetary policy lead inflation consumer price bottleneck regulation shoot price copper iron silver gold tin corn beef etc,2021-06-25 07:47:16,-0.6124,neg
458,2021,6,top federal reserve official admit soar consumer price may last long anticipate despite fed chair jerome powell insist inflation surge transitory via,2021-06-25 07:47:14,0.3818,pos
459,2021,6,inflation lumber much grocery twice much get,2021-06-25 07:46:16,0.0,pos
460,2021,6,inflation,2021-06-25 07:46:04,0.0,pos
461,2021,6,present admin wala pang pandemic sadsad na ekonomoya natin taas na ng inflation rate sandamakmak na dinagdag ng utang natin consider na mat nakalaan ng budget para sa ibang infrastracture na nakaplano na sa admin njya na ngayon naumpisan sa bagong admin,2021-06-25 07:45:37,0.0,pos
462,2021,6,inflation start last year round one print biden dem print trillion hyperinflation maybe study money work instead many gender muppet,2021-06-25 07:45:20,0.0,pos
463,2021,6,good stuff do clown inflation rise high gas food housing price unemployment grow well stagnant people unwilling leave gov teat work yeah great job really screw time,2021-06-25 07:45:02,0.7584,pos
464,2021,6,invest lose money every day inflation big risk placency inaction invest debt debtfree growth millennial taxrich eattherich,2021-06-25 07:44:29,-0.6908,neg
465,2021,6,haha pretty good inflation,2021-06-25 07:44:22,0.8442,pos
466,2021,6,inflation make headline fed raise inflation forecast annual wholesale inflation hit one hot level ever plus high cost labor issue continue impact construction new home realestate,2021-06-25 07:44:00,0.0,pos
467,2021,6,gaslighte we nightmarish inflation already feed deny even exist viaactivistpost,2021-06-25 07:43:10,-0.34,neg
468,2021,6,case wonder adjust inflation barenake lady need million buy love,2021-06-25 07:42:55,0.6369,pos
469,2021,6,obama fy greenbook amp wyden rise act sensible force provision roth exceed certain threshold obama age dependent year old example wyden inflation adjust,2021-06-25 07:42:40,0.2732,pos
470,2021,6,fifth seem lowball number include cash pur say also pur heloc growingly tap investor we ref buyer investor amp pur cash thing market since gfc line inflation covid,2021-06-25 07:42:39,-0.128,neg
471,2021,6,damn expensive know want say inflation ridiculous,2021-06-25 07:42:20,-0.5994,neg
472,2021,6,provision calculation also inflation adjust since inclusion tax code think,2021-06-25 07:42:17,0.0,pos
473,2021,7,bate inflation inflation potus basically,2021-07-25 07:53:58,0.0,pos
474,2021,7,wonke inflation risk intermittent fast mon,2021-07-25 07:53:26,-0.2732,neg
475,2021,7,american usd go hell via inflation,2021-07-25 07:53:18,-0.6808,neg
476,2021,7,inflation rate report monthly risky business lumber use car price already fall,2021-07-25 07:53:02,-0.2023,neg
477,2021,7,weimar republic offer generous public service currency collapse aware spending pay inflation tax poor,2021-07-25 07:52:59,-0.5267,neg
478,2021,7,fee move year keep inflation real term get cheap we earn thing cost licence fee cost always despite production cost increase,2021-07-25 07:51:46,-0.2411,neg
479,2021,7,happen withscotiabankjm get away thing thing bcuz dept boj charge monitor bank seem know boj customer service charter least evidence centralbankja strength fatca amp inflation,2021-07-25 07:51:31,0.4939,pos
480,2021,7,get ready quick succession post go to try something new upload steelbeak blueberry inflation story image see,2021-07-25 07:51:04,0.5106,pos
481,2021,7,president trump live turningpoint say wait till see real number inflation americafirst,2021-07-25 07:50:39,0.0772,pos
482,2021,7,stock market eventually start slow towards end quarter car back lot gas price e inflation ease housing price e extreme policy sorry,2021-07-25 07:50:37,0.2315,pos
483,2021,7,en cuanto mis fetiche rara vez le digo que algo voy desde lo rom ntico hasta lo sucio desenfrenado aunque tengo favoritos futanari impregnation cum inflation deep troath anal,2021-07-25 07:50:18,0.0,pos
484,2021,7,fact check inflation increase every month joe biden presidency bidenflation,2021-07-25 07:50:09,0.3182,pos
485,2021,7,opinion wonking inflation risk intermittent fast mon,2021-07-25 07:50:02,-0.2732,neg
486,2021,7,objective inflation employment distribution climate inclusion instrument printer,2021-07-25 07:49:57,0.0,pos
487,2021,7,fairly obvious point gold silver suppress price explode people get fiat system create huge problem fiat currency amongst massive inflation fed allow gold silver metal invest trade,2021-07-25 07:49:46,0.3818,pos
488,2021,7,mean wholesale inflation consumer inflation go way next quarter yes grateful print exist spend,2021-07-25 07:49:35,0.6908,pos
489,2021,7,root inflation much money chase good economist friend milton friedman frequently observe new york times warn inflation also result long lasting damage wage keep,2021-07-25 07:49:23,0.3612,pos
490,2021,7,wage rise inflation socialism,2021-07-25 07:48:57,0.0,pos
491,2021,8,high wage knock effect price turn everyone else wage effectively go inflation rise worker start strike pay brexit take we back brexiteer happy,2021-08-25 07:51:16,0.6908,pos
492,2021,8,dem put together policy cause problem virus control inflation business find employee big gov cause problem solve,2021-08-25 07:51:15,-0.5574,neg
493,2021,8,ihs markit pmi pretty decent predictor we real gdp well hope correlation way otherwise we economy really cool way bad possible time forget inflation big problem,2021-08-25 07:51:04,0.3462,pos
494,2021,8,need prevent inflation dollar store remain dollar,2021-08-25 07:50:46,0.0258,pos
495,2021,8,inflation year dollar already,2021-08-25 07:50:44,0.0,pos
496,2021,8,way inflation go plenty realistic year,2021-08-25 07:50:37,0.0,pos
497,2021,8,inflation literally hide tax inflation steadily go regardless rebuild crumble infrastructure help everyday americans get work,2021-08-25 07:50:34,0.25,pos
498,2021,8,neoliberal nonsense issue economy spending cause inflation,2021-08-25 07:50:32,-0.4019,neg
499,2021,8,hyperinflation merely really high inflation inflation protection also protect hyperinflation,2021-08-25 07:50:31,0.3818,pos
500,2021,8,important we stop add debt pay cause inflation people afford democrats happy til pletely crush economy get everyone live government handout,2021-08-25 07:50:29,-0.0516,neg
501,2021,8,take inflation hit world still back we dollar reason dump buy back low gain,2021-08-25 07:49:45,-0.0772,neg
502,2021,8,senate amp house clear blueprint full package pass senate along party line month maybe feed budge tapering inflation care less pelosi nice yellow dress amp political power ing,2021-08-25 07:49:27,0.8756,pos
503,2021,8,dollar day year add inflation make dollar year ago worth nothing scoff,2021-08-25 07:49:17,0.2263,pos
504,2021,8,obviously feel inflation gas price increase white privileged,2021-08-25 07:49:14,0.6369,pos
505,2021,8,ted sorry never study history gerald ford withdraw troop vietnam leave pow nixon agree bring home busy inflation war leave behind vietnamese ally also kill biden remove thousand already,2021-08-25 07:49:08,-0.8316,neg
506,2021,8,inflation run hot,2021-08-25 07:48:43,0.0,pos
507,2021,9,we lose control rapid decline inflation skyrocket food gas price shoot moon poverty homelessness continue increase,2021-09-25 07:55:06,-0.7269,neg
